weapon_type,firearm_caliber,weapon_description,trr_report_id
Hands/Fists,,,3887737
Feet,,,3887741
Hands/Fists,,,3888541
Hands/Fists,,,3888541
Hands/Fists,,,3888541
Hands/Fists,,,3888541
"Mouth (Spit,Bite,Etc)",,,3890527
Hands/Fists,,,3905566
Hands/Fists,,,3905566
Feet,,,3905785
Hands/Fists,,,3905785
Other (Specify),,,3905856
Hands/Fists,,,3905874
Hands/Fists,,,3905874
Hands/Fists,,,3906604
"Mouth (Spit,Bite,Etc)",,,3906604
Hands/Fists,,,3906613
Hands/Fists,,,3906613
"Mouth (Spit,Bite,Etc)",,,3906613
Hands/Fists,,,3907243
Firearm - Semi-Automatic,,,3920397
Feet,,,3920397
Hands/Fists,,,3924440
Feet,,,3924440
Hands/Fists,,,3924440
Hands/Fists,,,3952711
Knife/Other Cutting Instrument,,,3963599
Knife/Other Cutting Instrument,,,3963602
Hands/Fists,,,3967605
Hands/Fists,,,3968543
Hands/Fists,,,3968543
Hands/Fists,,,3968543
Hands/Fists,,,3981746
Hands/Fists,,,3981746
Feet,,,3981746
Hands/Fists,,,3981746
Hands/Fists,,,3981746
Hands/Fists,,,3983169
Hands/Fists,,,3983169
Feet,,,3983169
"Mouth (Spit,Bite,Etc)",,,3983169
Hands/Fists,,,3983169
Hands/Fists,,,3983169
Hands/Fists,,,3984000
Hands/Fists,,,3996940
Hands/Fists,,,3996940
Other (Specify),,,3996940
Hands/Fists,,,3996967
Hands/Fists,,,3996967
Hands/Fists,,,3997489
Hands/Fists,,,3997489
Hands/Fists,,,3997489
Hands/Fists,,,3998430
Hands/Fists,,,3998430
Knife/Other Cutting Instrument,,,4002904
Knife/Other Cutting Instrument,,,4003257
Hands/Fists,,,4006229
Hands/Fists,,,4006229
Firearm - Semi-Automatic,,,4008325
Vehicle,,,4018836
Other (Specify),,,4021756
Hands/Fists,,,4023130
Hands/Fists,,,4024147
Hands/Fists,,,4024147
Hands/Fists,,,4024197
Hands/Fists,,,4024197
Hands/Fists,,,4043178
Hands/Fists,,,4050125
Hands/Fists,,,4066892
Hands/Fists,,,4066892
Feet,,,4070499
Hands/Fists,,,4070565
Hands/Fists,,,4070565
Hands/Fists,,,4070605
Hands/Fists,,,4071446
Hands/Fists,,,4071446
Hands/Fists,,,4072208
Hands/Fists,,,4072208
"Mouth (Spit,Bite,Etc)",,,4072208
Hands/Fists,,,4072418
Hands/Fists,,,4072418
Knife/Other Cutting Instrument,,,4072548
Hands/Fists,,,4072582
Hands/Fists,,,4072582
Knife/Other Cutting Instrument,,,4072663
Knife/Other Cutting Instrument,,,4073359
Knife/Other Cutting Instrument,,,4073378
Firearm - Semi-Automatic,,,4085918
Hands/Fists,,,4085918
Firearm - Semi-Automatic,,,4086006
Hands/Fists,,,4086006
Hands/Fists,,,4086006
"Mouth (Spit,Bite,Etc)",,,4090307
Hands/Fists,,,4090307
Hands/Fists,,,4090411
Feet,,,4090411
Hands/Fists,,,4090467
Hands/Fists,,,4090467
Feet,,,4090467
Firearm - Semi-Automatic,,,4092925
Firearm - Semi-Automatic,,,4093587
Hands/Fists,,,4094176
Other (Specify),,,4094176
"Mouth (Spit,Bite,Etc)",,,4094456
Hands/Fists,,,4094456
Hands/Fists,,,4096547
Other (Specify),,,4097909
Feet,,,4097909
Other (Specify),,,4098073
Feet,,,4100987
Knife/Other Cutting Instrument,,,4102618
Hands/Fists,,,4102980
Hands/Fists,,,4102980
Hands/Fists,,,4103959
Hands/Fists,,,4103959
Hands/Fists,,,4103959
Hands/Fists,,,4103959
"Mouth (Spit,Bite,Etc)",,,4106075
"Mouth (Spit,Bite,Etc)",,,4106086
Hands/Fists,,,4117836
Hands/Fists,,,4117836
Hands/Fists,,,4117836
Feet,,,4117921
Hands/Fists,,,4118641
Hands/Fists,,,4118641
Hands/Fists,,,4118641
Hands/Fists,,,4118641
Hands/Fists,,,4132527
Hands/Fists,,,4132527
Feet,,,4132527
"Mouth (Spit,Bite,Etc)",,,4132527
Hands/Fists,,,4132571
Hands/Fists,,,4132571
"Mouth (Spit,Bite,Etc)",,,4132571
Hands/Fists,,,4132571
Hands/Fists,,,4132573
Hands/Fists,,,4132605
Hands/Fists,,,4132685
Feet,,,4132685
"Mouth (Spit,Bite,Etc)",,,4132685
Hands/Fists,,,4132685
"Mouth (Spit,Bite,Etc)",,,4143524
Hands/Fists,,,4146576
Hands/Fists,,,4146637
Feet,,,4146637
Knife/Other Cutting Instrument,,,4160119
Knife/Other Cutting Instrument,,,4160529
Knife/Other Cutting Instrument,,,4160967
"Mouth (Spit,Bite,Etc)",,,4160967
Feet,,,4167550
"Mouth (Spit,Bite,Etc)",,,4167550
Feet,,,4169476
"Mouth (Spit,Bite,Etc)",,,4169476
Blunt Instrument,,CONCRETE CHUNK,4170014
Hands/Fists,,,4173490
Hands/Fists,,,4175820
Hands/Fists,,,4188824
Feet,,,4188824
Hands/Fists,,,4188824
Hands/Fists,,,4188824
Hands/Fists,,,4188824
Hands/Fists,,,4189072
Hands/Fists,,,4189072
Hands/Fists,,,4189072
Hands/Fists,,,4189072
Feet,,,4189072
Firearm - Semi-Automatic,,,4191801
Other (Specify),,POWERLINE BB GUN,4196376
Other (Specify),,"POWERLINE, BB GUN",4196471
"Mouth (Spit,Bite,Etc)",,,4209840
Hands/Fists,,,4211796
Hands/Fists,,,4219751
Hands/Fists,,,4219751
Hands/Fists,,,4219751
Firearm - Semi-Automatic,,,4225608
Firearm - Semi-Automatic,,,4225770
Firearm - Semi-Automatic,,,4226620
Firearm - Semi-Automatic,,,4236766
Firearm - Semi-Automatic,,,4236786
Firearm - Semi-Automatic,,,4236875
Firearm - Semi-Automatic,,,4240824
Firearm - Semi-Automatic,,,4240827
Feet,,,4240933
Hands/Fists,,,4255002
"Mouth (Spit,Bite,Etc)",,,4264603
Other (Specify),,,4265938
Hands/Fists,,,4267248
Other (Specify),,SCREW DRIVER,4277989
Feet,,,4277989
Other (Specify),,SCREW DRIVER,4278019
Feet,,,4278019
Knife/Other Cutting Instrument,,,4279541
Hands/Fists,,,4280234
Feet,,,4283109
"Mouth (Spit,Bite,Etc)",,,4283262
Hands/Fists,,,4283262
Hands/Fists,,,4283469
"Mouth (Spit,Bite,Etc)",,,4283469
Hands/Fists,,,4283469
Other (Specify),,,4283507
Feet,,,4283774
Hands/Fists,,,4283774
Hands/Fists,,,4288748
Hands/Fists,,,4288748
Hands/Fists,,,4288797
Hands/Fists,,,4288797
Hands/Fists,,,4288797
Other (Specify),,VEHICLE,4293995
Other (Specify),,,4294177
Hands/Fists,,,4304471
Hands/Fists,,,4304471
Knife/Other Cutting Instrument,,,4309617
Knife/Other Cutting Instrument,,,4309620
Hands/Fists,,,4323491
Hands/Fists,,,4323491
Hands/Fists,,,4323491
Hands/Fists,,,4325043
Feet,,,4325988
Other (Specify),,,4338182
"Mouth (Spit,Bite,Etc)",,,4338182
Hands/Fists,,,4342502
Hands/Fists,,,4342706
Hands/Fists,,,4342706
Hands/Fists,,,4343407
Hands/Fists,,,4343407
Hands/Fists,,,4344257
Hands/Fists,,,4352606
Hands/Fists,,,4352606
Firearm - Semi-Automatic,,,4369144
Hands/Fists,,,4369144
Hands/Fists,,,4370003
Firearm - Semi-Automatic,,,4374294
Firearm - Semi-Automatic,,,4374722
Hands/Fists,,,4375724
Hands/Fists,,,4375724
Hands/Fists,,,4376124
"Mouth (Spit,Bite,Etc)",,,4383183
Hands/Fists,,,4384461
Hands/Fists,,,4385116
"Mouth (Spit,Bite,Etc)",,,4386999
Other (Specify),,VEHICLE USED AS WEAPON,4387188
"Mouth (Spit,Bite,Etc)",,,4393405
Other (Specify),,GLASS VASE,4399233
Other (Specify),,GLASS VASE,4399959
Hands/Fists,,,4402133
Feet,,,4402133
Hands/Fists,,,4402133
Feet,,,4402697
Hands/Fists,,,4402697
Hands/Fists,,,4402697
Hands/Fists,,,4402697
Hands/Fists,,,4402922
Feet,,,4402922
Hands/Fists,,,4402922
Hands/Fists,,,4402922
Feet,,,4403704
Hands/Fists,,,4414849
Hands/Fists,,,4414849
Firearm - Semi-Automatic,,,4415202
Firearm - Semi-Automatic,,,4416513
"Mouth (Spit,Bite,Etc)",,,4417420
Hands/Fists,,,4429019
Hands/Fists,,,4430274
Firearm - Semi-Automatic,,,4430478
"Mouth (Spit,Bite,Etc)",,,4443759
"Mouth (Spit,Bite,Etc)",,,4443997
"Mouth (Spit,Bite,Etc)",,,4444180
"Mouth (Spit,Bite,Etc)",,,4458384
Feet,,,4458384
Other (Specify),,2 LARGE DOGS,4458905
Other (Specify),,DOGS,4459431
Firearm - Semi-Automatic,,,4463792
Firearm - Semi-Automatic,,,4464051
Other (Specify),,MILK CRATE,4465765
Other (Specify),,MILK CRATE,4465784
"Mouth (Spit,Bite,Etc)",,,4466204
Hands/Fists,,,4467200
Firearm - Semi-Automatic,,,4467703
"Mouth (Spit,Bite,Etc)",,,4467976
Feet,,,4468974
Firearm - Semi-Automatic,,,4469209
Firearm - Semi-Automatic,,,4470544
Firearm - Semi-Automatic,,,4471107
Hands/Fists,,,4490646
Other (Specify),,,4490748
Hands/Fists,,,4490748
Hands/Fists,,,4490748
Firearm - Semi-Automatic,,,4505117
Hands/Fists,,,4505451
Firearm - Semi-Automatic,,,4505459
"Mouth (Spit,Bite,Etc)",,,4514135
Knife/Other Cutting Instrument,,,4517821
Hands/Fists,,,4518614
Hands/Fists,,,4518614
Hands/Fists,,,4518614
Feet,,,4518775
Other (Specify),,BACKPACK,4527588
Other (Specify),,BACKPACK,4527600
Hands/Fists,,,4527600
"Mouth (Spit,Bite,Etc)",,,4530580
Feet,,,4531558
Other (Specify),,,4533575
Firearm - Semi-Automatic,,,4544084
Firearm - Semi-Automatic,,,4544271
Other (Specify),,BOOK BAG,4544528
Firearm - Semi-Automatic,,,4544570
Hands/Fists,,,4544785
Hands/Fists,,,4544785
Firearm - Semi-Automatic,,,4544799
Hands/Fists,,,4546763
Hands/Fists,,,4547024
Hands/Fists,,,4547026
Hands/Fists,,,4547099
Knife/Other Cutting Instrument,,,4554143
Knife/Other Cutting Instrument,,,4554173
Firearm - Semi-Automatic,,,4554842
Hands/Fists,,,4555538
Hands/Fists,,,4555538
Hands/Fists,,,4555538
Hands/Fists,,,4555580
Feet,,,4555580
"Mouth (Spit,Bite,Etc)",,,4555850
Hands/Fists,,,4555887
Hands/Fists,,,4555887
Hands/Fists,,,4555887
Hands/Fists,,,4555887
Hands/Fists,,,4556152
"Mouth (Spit,Bite,Etc)",,,4563733
Firearm - Semi-Automatic,,,4565405
Firearm - Semi-Automatic,,,4565533
Hands/Fists,,,4580054
Hands/Fists,,,4580054
Feet,,,4589963
"Mouth (Spit,Bite,Etc)",,,4589963
Hands/Fists,,,4590462
Hands/Fists,,,4590462
Hands/Fists,,,4590462
"Mouth (Spit,Bite,Etc)",,,4605960
"Mouth (Spit,Bite,Etc)",,,4607025
Hands/Fists,,,4607335
Hands/Fists,,,4607335
Hands/Fists,,,4607518
Hands/Fists,,,4608326
Hands/Fists,,,4610062
Hands/Fists,,,4610062
Hands/Fists,,,4611400
Hands/Fists,,,4613148
Firearm - Semi-Automatic,,,4621003
Hands/Fists,,,4621003
Hands/Fists,,,4629344
Hands/Fists,,,4629909
Hands/Fists,,,4633972
Hands/Fists,,,4635014
Other (Specify),,,4635144
Knife/Other Cutting Instrument,,,4635508
Knife/Other Cutting Instrument,,,4635735
Knife/Other Cutting Instrument,,,4635737
Knife/Other Cutting Instrument,,,4635750
Knife/Other Cutting Instrument,,,4635815
Knife/Other Cutting Instrument,,,4635816
Knife/Other Cutting Instrument,,,4635817
Knife/Other Cutting Instrument,,,4635818
Knife/Other Cutting Instrument,,,4635836
Knife/Other Cutting Instrument,,,4635849
Feet,,,4637308
Hands/Fists,,,4637616
Feet,,,4637616
Hands/Fists,,,4642041
Feet,,,4645418
Hands/Fists,,,4648546
Hands/Fists,,,4648546
Hands/Fists,,,4648546
Knife/Other Cutting Instrument,,,4652999
"Mouth (Spit,Bite,Etc)",,,4652999
"Mouth (Spit,Bite,Etc)",,,4653532
Knife/Other Cutting Instrument,,,4664330
Feet,,,4667209
Hands/Fists,,,4668285
Hands/Fists,,,4668285
Hands/Fists,,,4668285
Feet,,,4668376
Hands/Fists,,,4668376
Hands/Fists,,,4668376
Hands/Fists,,,4683685
Feet,,,4683685
Feet,,,4683991
Knife/Other Cutting Instrument,,,4684090
Firearm - Semi-Automatic,,,4692677
Firearm - Semi-Automatic,,,4692940
Firearm - Semi-Automatic,,,4702155
Hands/Fists,,,4702155
Hands/Fists,,,4702155
Hands/Fists,,,4702155
Hands/Fists,,,4720992
Hands/Fists,,,4720992
Hands/Fists,,,4721377
Hands/Fists,,,4721377
Hands/Fists,,,4721422
Hands/Fists,,,4721422
Hands/Fists,,,4721476
Hands/Fists,,,4721476
Other (Specify),,FLOWER POT,4722689
Hands/Fists,,,4726118
Hands/Fists,,,4732100
Hands/Fists,,,4732100
Hands/Fists,,,4732100
"Mouth (Spit,Bite,Etc)",,,4734830
Hands/Fists,,,4736217
Other (Specify),,,4736516
Other (Specify),,METAL ASHTRAY BRN/YEL,4742364
Hands/Fists,,,4742364
Hands/Fists,,,4742364
Feet,,,4742364
Hands/Fists,,,4755446
Hands/Fists,,,4756050
Feet,,,4760482
Feet,,,4760577
Hands/Fists,,,4760577
Hands/Fists,,,4760577
Hands/Fists,,,4760577
Hands/Fists,,,4762377
Hands/Fists,,,4762377
Blunt Instrument,,GLASS BOTTLE,4764150
Blunt Instrument,,GLASS BOTTLE,4764281
Firearm - Revolver,,,4770287
Hands/Fists,,,4773563
Hands/Fists,,,4776859
Feet,,,4776859
Hands/Fists,,,4776859
Firearm - Semi-Automatic,,,4776922
Hands/Fists,,,4777405
Feet,,,4777405
"Mouth (Spit,Bite,Etc)",,,4777405
Hands/Fists,,,4778034
Hands/Fists,,,4778034
Hands/Fists,,,4778034
Hands/Fists,,,4779594
Hands/Fists,,,4779772
Hands/Fists,,,4779772
Hands/Fists,,,4779772
Hands/Fists,,,4780728
Hands/Fists,,,4780728
Hands/Fists,,,4780728
Hands/Fists,,,4780860
Hands/Fists,,,4780860
Hands/Fists,,,4780860
Hands/Fists,,,4781212
Hands/Fists,,,4781212
Other (Specify),,,4781212
Hands/Fists,,,4783653
Feet,,,4785203
Other (Specify),,,4785447
Firearm - Semi-Automatic,,,4798329
Hands/Fists,,,4799017
Hands/Fists,,,4799736
Hands/Fists,,,4799913
"Mouth (Spit,Bite,Etc)",,,4802815
Hands/Fists,,,4802815
Hands/Fists,,,4802815
Hands/Fists,,,4803150
Hands/Fists,,,4803150
"Mouth (Spit,Bite,Etc)",,,4803150
Hands/Fists,,,4803150
Hands/Fists,,,4808947
Hands/Fists,,,4808947
Hands/Fists,,,4808947
Hands/Fists,,,4808947
Hands/Fists,,,4809039
Hands/Fists,,,4809039
"Mouth (Spit,Bite,Etc)",,,4810863
Firearm - Semi-Automatic,,,4811944
Firearm - Semi-Automatic,,,4812084
Firearm - Semi-Automatic,,,4812183
Hands/Fists,,,4812557
Firearm - Semi-Automatic,,,4812946
Hands/Fists,,,4813069
Hands/Fists,,,4813069
Hands/Fists,,,4813069
Hands/Fists,,,4813088
Hands/Fists,,,4813088
Hands/Fists,,,4813088
Other (Specify),,TWO BB GUNS,4815494
Feet,,,4815494
Other (Specify),,BLACK BB GUN PISTOL,4815504
Other (Specify),,BB GUN,4816475
Hands/Fists,,,4816475
"Mouth (Spit,Bite,Etc)",,,4816475
Hands/Fists,,,4816650
Hands/Fists,,,4816656
Hands/Fists,,,4818113
Knife/Other Cutting Instrument,,,4819918
Knife/Other Cutting Instrument,,,4820392
Hands/Fists,,,4821510
Firearm - Semi-Automatic,,,4824619
Other (Specify),,,4826731
Feet,,,4826731
Hands/Fists,,,4827571
Hands/Fists,,,4827571
Knife/Other Cutting Instrument,,,4836444
Feet,,,4836881
Hands/Fists,,,4836881
Knife/Other Cutting Instrument,,,4837008
Hands/Fists,,,4837008
Hands/Fists,,,4837008
Other (Specify),,,4837290
Knife/Other Cutting Instrument,,,4838285
Hands/Fists,,,4838317
Hands/Fists,,,4838317
"Mouth (Spit,Bite,Etc)",,,4838317
Hands/Fists,,,4838317
Knife/Other Cutting Instrument,,,4840454
Hands/Fists,,,4841109
Other (Specify),,,4841163
Hands/Fists,,,4841507
Firearm - Semi-Automatic,,,4852305
Hands/Fists,,,4852608
Other (Specify),,,4852608
Firearm - Semi-Automatic,,,4852751
Hands/Fists,,,4852817
Hands/Fists,,,4852817
Firearm - Semi-Automatic,,,4853013
Hands/Fists,,,4853107
Vehicle,,,4863468
Hands/Fists,,,4863468
Vehicle,,,4871362
Vehicle,,,4871971
Vehicle,,,4872546
Firearm - Semi-Automatic,,,4875380
Firearm - Semi-Automatic,,,4876227
Knife/Other Cutting Instrument,,,4887495
Firearm - Semi-Automatic,,,4890481
Firearm - Semi-Automatic,,,4890482
"Mouth (Spit,Bite,Etc)",,,4892044
Knife/Other Cutting Instrument,,,4898244
"Mouth (Spit,Bite,Etc)",,,4905485
Hands/Fists,,,4905485
Firearm - Semi-Automatic,,,4907067
Firearm - Semi-Automatic,,,4909029
Firearm - Semi-Automatic,,,4909351
Hands/Fists,,,4918025
Hands/Fists,,,4930648
Hands/Fists,,,4930648
Hands/Fists,,,4930648
"Mouth (Spit,Bite,Etc)",,,4931219
Hands/Fists,,,4931219
Hands/Fists,,,4931219
Hands/Fists,,,4931222
Feet,,,4931222
Hands/Fists,,,4931222
Firearm - Semi-Automatic,,,4935602
Firearm - Semi-Automatic,,,4954783
Knife/Other Cutting Instrument,,,4964702
Other (Specify),,WOODEN BOARD AND SCISSORS,4964714
Hands/Fists,,,4966471
Firearm - Semi-Automatic,,,4966776
Hands/Fists,,,4977934
Hands/Fists,,,4980503
Hands/Fists,,,4980503
Hands/Fists,,,4980503
Hands/Fists,,,4980552
Hands/Fists,,,4980698
Hands/Fists,,,4980755
Hands/Fists,,,4982621
"Mouth (Spit,Bite,Etc)",,,4987026
Hands/Fists,,,4987026
Hands/Fists,,,4987026
Blunt Instrument,,BLACK METAL OBJECT,4990379
Hands/Fists,,,4991945
Hands/Fists,,,4991945
Hands/Fists,,,4991945
"Mouth (Spit,Bite,Etc)",,,4991945
Hands/Fists,,,4991945
Hands/Fists,,,4991974
"Mouth (Spit,Bite,Etc)",,,4991974
Hands/Fists,,,4991974
Hands/Fists,,,4991974
Hands/Fists,,,4991974
"Mouth (Spit,Bite,Etc)",,,5000906
Hands/Fists,,,5002729
Hands/Fists,,,5004390
Firearm - Semi-Automatic,,,5004859
Firearm - Semi-Automatic,,,5015511
Knife/Other Cutting Instrument,,,5015688
Other (Specify),,,5016043
Feet,,,5016043
Knife/Other Cutting Instrument,,,5016051
Feet,,,5016074
Hands/Fists,,,5016074
Knife/Other Cutting Instrument,,,5016091
Knife/Other Cutting Instrument,,,5016150
Firearm - Semi-Automatic,,,5017426
Other (Specify),,FORK,5024521
Firearm - Semi-Automatic,,,5029843
Knife/Other Cutting Instrument,,,5040086
Hands/Fists,,,5040086
Hands/Fists,,,5040086
Hands/Fists,,,5042800
Hands/Fists,,,5042802
Hands/Fists,,,5042802
Hands/Fists,,,5051381
"Mouth (Spit,Bite,Etc)",,,5051381
Feet,,,5051381
Hands/Fists,,,5051381
Other (Specify),,,5051964
Hands/Fists,,,5053696
Hands/Fists,,,5053696
Feet,,,5053975
Hands/Fists,,,5053975
Hands/Fists,,,5053982
"Mouth (Spit,Bite,Etc)",,,5054157
Hands/Fists,,,5056001
Hands/Fists,,,5056001
Hands/Fists,,,5056001
Hands/Fists,,,5056001
Hands/Fists,,,5059567
Hands/Fists,,,5059567
Feet,,,5060041
Hands/Fists,,,5060109
Hands/Fists,,,5060109
Feet,,,5060310
Vehicle,,,5060458
Vehicle,,,5062067
Vehicle,,,5062129
"Mouth (Spit,Bite,Etc)",,,5074748
"Mouth (Spit,Bite,Etc)",,,5075665
Hands/Fists,,,5075810
Hands/Fists,,,5075810
Hands/Fists,,,5075810
Feet,,,5075810
Hands/Fists,,,5076134
Hands/Fists,,,5076134
Hands/Fists,,,5076187
"Mouth (Spit,Bite,Etc)",,,5098147
Hands/Fists,,,5098147
Hands/Fists,,,5098147
Firearm - Semi-Automatic,,,5098347
Firearm - Revolver,,,5100032
Vehicle,,,5100736
Hands/Fists,,,5111627
Hands/Fists,,,5111627
Hands/Fists,,,5112236
Hands/Fists,,,5112236
Hands/Fists,,,5112236
Hands/Fists,,,5116963
Firearm - Revolver,,,5118021
Firearm - Revolver,,,5118408
Firearm - Semi-Automatic,,,5122918
Hands/Fists,,,5124619
Hands/Fists,,,5124692
Hands/Fists,,,5124692
Hands/Fists,,,5124692
Hands/Fists,,,5124692
Feet,,,5124871
Hands/Fists,,,5124871
Hands/Fists,,,5124920
Hands/Fists,,,5125255
Other (Specify),,,5125842
Firearm - Semi-Automatic,,,5125885
Hands/Fists,,,5125975
Hands/Fists,,,5125975
Hands/Fists,,,5125975
Feet,,,5126202
Hands/Fists,,,5126253
Hands/Fists,,,5126253
Hands/Fists,,,5126253
Hands/Fists,,,5126253
Firearm - Semi-Automatic,,,5126377
Firearm - Semi-Automatic,,,5128027
Firearm - Semi-Automatic,,,5128293
Other (Specify),,SHOES,5131109
Hands/Fists,,,5131117
Hands/Fists,,,5131156
Other (Specify),,SHOES,5131164
Other (Specify),,,5131164
Hands/Fists,,,5131164
Hands/Fists,,,5131164
Feet,,,5131243
Feet,,,5131332
Hands/Fists,,,5131332
Other (Specify),,,5131332
Feet,,,5131778
"Mouth (Spit,Bite,Etc)",,,5131778
Hands/Fists,,,5131864
Hands/Fists,,,5131960
Hands/Fists,,,5136854
Hands/Fists,,,5136854
Hands/Fists,,,5136854
Other (Specify),,BICYCLE,5136949
Hands/Fists,,,5138092
Hands/Fists,,,5138412
Feet,,,5146782
Hands/Fists,,,5146782
"Mouth (Spit,Bite,Etc)",,,5146782
Blunt Instrument,,GLASS BOTTLE,5147092
Feet,,,5147957
"Mouth (Spit,Bite,Etc)",,,5148198
Other (Specify),,,5148599
"Mouth (Spit,Bite,Etc)",,,5149841
Feet,,,5149841
Hands/Fists,,,5151230
Firearm - Semi-Automatic,,,5151537
Firearm - Semi-Automatic,,,5151627
Feet,,,5157869
Hands/Fists,,,5157896
Hands/Fists,,,5164168
"Mouth (Spit,Bite,Etc)",,,5164168
Hands/Fists,,,5164168
"Mouth (Spit,Bite,Etc)",,,5168173
Hands/Fists,,,5169361
Hands/Fists,,,5169643
Feet,,,5169643
"Mouth (Spit,Bite,Etc)",,,5170925
"Mouth (Spit,Bite,Etc)",,,5171173
"Mouth (Spit,Bite,Etc)",,,5172844
"Mouth (Spit,Bite,Etc)",,,5173583
Feet,,,5174405
Feet,,,5174427
Hands/Fists,,,5175387
Hands/Fists,,,5179708
"Mouth (Spit,Bite,Etc)",,,5179708
Hands/Fists,,,5179708
Hands/Fists,,,5184036
Other (Specify),,PARTNER'S HANDCUFFS,5184483
Hands/Fists,,,5184483
Hands/Fists,,,5184483
Other (Specify),,R/O'S HANDCUFFS,5184781
Hands/Fists,,,5184781
Hands/Fists,,,5184781
Feet,,,5184781
"Mouth (Spit,Bite,Etc)",,,5184781
Hands/Fists,,,5184781
Hands/Fists,,,5184781
Hands/Fists,,,5184843
Firearm - Semi-Automatic,,,5186716
Firearm - Semi-Automatic,,,5186788
Firearm - Semi-Automatic,,,5201291
"Mouth (Spit,Bite,Etc)",,,5202977
Vehicle,,,5205452
Firearm - Semi-Automatic,,,5208466
Firearm - Semi-Automatic,,,5209052
"Mouth (Spit,Bite,Etc)",,,5210602
"Mouth (Spit,Bite,Etc)",,,5210607
Hands/Fists,,,5217014
Hands/Fists,,,5217014
Hands/Fists,,,5218205
Feet,,,5218205
Hands/Fists,,,5218205
Firearm - Semi-Automatic,,,5219906
Firearm - Semi-Automatic,,,5220190
Firearm - Semi-Automatic,,,5220779
Blunt Instrument,,WOOD PIECES,5230664
"Mouth (Spit,Bite,Etc)",,,5235637
Hands/Fists,,,5249741
"Mouth (Spit,Bite,Etc)",,,5254393
Firearm - Semi-Automatic,,,5257238
"Mouth (Spit,Bite,Etc)",,,5269465
Hands/Fists,,,5270886
Hands/Fists,,,5270886
Hands/Fists,,,5270886
Knife/Other Cutting Instrument,,,5271263
Knife/Other Cutting Instrument,,,5271269
Hands/Fists,,,5271859
Blunt Instrument,,METAL POLE APPROX 4-5FEET,5273345
Hands/Fists,,,5274164
Hands/Fists,,,5274164
Hands/Fists,,,5274164
Hands/Fists,,,5274164
Other (Specify),,,5274164
Knife/Other Cutting Instrument,,,5274231
Knife/Other Cutting Instrument,,,5274328
Hands/Fists,,,5276212
Hands/Fists,,,5276212
Hands/Fists,,,5276212
Hands/Fists,,,5276212
Hands/Fists,,,5277021
Hands/Fists,,,5277021
Hands/Fists,,,5277021
Feet,,,5280900
"Mouth (Spit,Bite,Etc)",,,5280900
Firearm - Semi-Automatic,,,5289590
Hands/Fists,,,5289590
Feet,,,5289724
Hands/Fists,,,5291056
Other (Specify),,,5291056
Hands/Fists,,,5291056
Hands/Fists,,,5291056
Firearm - Semi-Automatic,,,5291256
Hands/Fists,,,5291256
Hands/Fists,,,5291256
Other (Specify),,GLASS BOTTLE OF ALCOHOL,5301667
Feet,,,5301667
Hands/Fists,,,5304849
Hands/Fists,,,5304849
Hands/Fists,,,5304849
Hands/Fists,,,5304983
Firearm - Semi-Automatic,,,5339887
Firearm - Semi-Automatic,,,5339928
Hands/Fists,,,5341750
"Mouth (Spit,Bite,Etc)",,,5342054
Hands/Fists,,,5342054
Hands/Fists,,,5342054
Other (Specify),,HOT CUP OF COFFEE/CANE,5347027
"Mouth (Spit,Bite,Etc)",,,5347027
"Mouth (Spit,Bite,Etc)",,,5356212
Hands/Fists,,,5358185
Feet,,,5358185
"Mouth (Spit,Bite,Etc)",,,5358185
Feet,,,5358278
Hands/Fists,,,5358698
Hands/Fists,,,5358698
Feet,,,5358698
Hands/Fists,,,5358698
"Mouth (Spit,Bite,Etc)",,,5358698
Hands/Fists,,,5362320
Hands/Fists,,,5362320
Hands/Fists,,,5362320
Hands/Fists,,,5363332
Hands/Fists,,,5363332
Hands/Fists,,,5363332
Hands/Fists,,,5363431
Feet,,,5363431
Hands/Fists,,,5363431
Hands/Fists,,,5363431
Vehicle,,,5364919
Vehicle,,,5364949
Other (Specify),,,5369773
Hands/Fists,,,5369773
Hands/Fists,,,5372273
Firearm - Semi-Automatic,,,5373261
Hands/Fists,,,5373261
Firearm - Semi-Automatic,,,5374003
Hands/Fists,,,5374003
Feet,,,5386263
Hands/Fists,,,5401709
Feet,,,5401709
Hands/Fists,,,5401709
Firearm - Semi-Automatic,,,5402492
Feet,,,5411229
Feet,,,5411383
Hands/Fists,,,5411771
Feet,,,5411771
Hands/Fists,,,5412495
Firearm - Semi-Automatic,,,5424538
Firearm - Semi-Automatic,,,5425038
Feet,,,5431677
Hands/Fists,,,5437745
Hands/Fists,,,5437745
Hands/Fists,,,5437745
Hands/Fists,,,5437745
Hands/Fists,,,5437763
Hands/Fists,,,5437763
Hands/Fists,,,5437763
Hands/Fists,,,5437763
Feet,,,5437795
Hands/Fists,,,5442080
Hands/Fists,,,5442080
Hands/Fists,,,5442080
Hands/Fists,,,5442080
Firearm - Revolver,,,5443518
Firearm - Semi-Automatic,,,5443629
Vehicle,,,5443715
Hands/Fists,,,5443996
Feet,,,5443996
Firearm - Semi-Automatic,,,5444258
Firearm - Semi-Automatic,,,5444923
Hands/Fists,,,5445168
Hands/Fists,,,5445503
Knife/Other Cutting Instrument,,,5445762
Knife/Other Cutting Instrument,,,5445811
Knife/Other Cutting Instrument,,,5445840
Hands/Fists,,,5445970
